datetime,station,category,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2013-03-31 22:00:00,Dingling,Outer (Suburban),215.0,228.0,11.0,63.0,1399.0,8.0,6.0,1006.0,2.8,0.0,SW,1.3
2013-03-31 23:00:00,Dingling,Outer (Suburban),220.0,239.0,12.0,70.0,1399.0,2.0,6.2,1006.3,3.2,0.0,NNE,1.0
2013-04-01 00:00:00,Dingling,Outer (Suburban),219.0,241.0,12.0,71.0,1500.0,2.0,6.0,1006.0,3.0,0.0,N,0.0
2013-04-01 01:00:00,Dingling,Outer (Suburban),222.0,228.0,14.0,67.0,1500.0,2.0,6.2,1005.6,3.2,0.0,NNW,1.1
2013-04-01 02:00:00,Dingling,Outer (Suburban),227.0,228.0,14.0,56.0,1500.0,6.0,6.4,1005.5,3.4,0.0,WSW,0.4
2013-04-01 03:00:00,Dingling,Outer (Suburban),220.0,230.0,15.0,45.0,1500.0,9.0,5.9,1004.9,3.1,0.0,N,0.7
2013-04-01 04:00:00,Dingling,Outer (Suburban),220.0,230.0,15.0,45.0,1600.0,12.0,4.4,1004.6,2.3,0.0,NNW,0.8
2013-04-01 05:00:00,Dingling,Outer (Suburban),229.0,235.0,25.0,46.0,1800.0,16.0,3.5,1004.8,2.0,0.0,NNW,1.9
2013-04-01 06:00:00,Dingling,Outer (Suburban),229.0,235.0,25.0,46.0,,,5.3,1005.3,-0.5,0.0,WNW,2.7
2013-04-01 07:00:00,Dingling,Outer (Suburban),220.0,218.0,17.0,65.0,,,11.3,1005.5,-4.4,0.0,NW,4.9
2013-04-01 08:00:00,Dingling,Outer (Suburban),,,,,,,11.0,1005.9,-3.2,0.0,NW,7.2
2013-04-01 09:00:00,Dingling,Outer (Suburban),,,,,,,10.6,1007.0,-3.5,0.0,NNW,4.5
2013-04-01 10:00:00,Dingling,Outer (Suburban),,,,,,,13.2,1007.8,-3.6,0.0,NNW,4.5
2013-04-01 11:00:00,Dingling,Outer (Suburban),,,,,,,13.8,1007.7,-4.9,0.0,NNE,4.0
2013-04-01 12:00:00,Dingling,Outer (Suburban),,,,,,,15.3,1007.9,-5.7,0.0,NE,5.0
2013-04-01 13:00:00,Dingling,Outer (Suburban),,,,,,,16.4,1008.4,-6.7,0.0,N,3.8
2013-04-01 14:00:00,Dingling,Outer (Suburban),,,,,,,16.3,1008.7,-6.7,0.0,NNW,4.1
2013-04-01 15:00:00,Dingling,Outer (Suburban),,,,,,,15.6,1009.4,-7.3,0.0,NNW,5.5
2013-04-01 16:00:00,Dingling,Outer (Suburban),3.0,297.0,8.0,6.0,600.0,107.0,14.8,1010.1,-9.3,0.0,N,5.1
2013-04-01 17:00:00,Dingling,Outer (Suburban),18.0,89.0,5.0,6.0,500.0,107.0,13.6,1010.8,-12.6,0.0,N,5.3
2013-04-01 18:00:00,Dingling,Outer (Suburban),25.0,48.0,3.0,6.0,400.0,107.0,12.1,1011.4,-11.6,0.0,NE,3.0
2013-04-01 19:00:00,Dingling,Outer (Suburban),14.0,33.0,3.0,3.0,200.0,98.0,11.1,1012.8,-12.4,0.0,NE,2.1
2013-04-01 20:00:00,Dingling,Outer (Suburban),8.0,34.0,3.0,2.0,200.0,95.0,10.0,1013.8,-16.3,0.0,NE,1.7
2013-04-01 21:00:00,Dingling,Outer (Suburban),12.0,20.0,3.0,,200.0,97.0,9.1,1014.4,-17.9,0.0,ENE,2.1
2013-04-01 22:00:00,Dingling,Outer (Suburban),4.0,12.0,3.0,,200.0,96.0,8.1,1014.8,-17.9,0.0,ENE,1.0
2013-04-01 23:00:00,Dingling,Outer (Suburban),4.0,12.0,3.0,,200.0,93.0,7.3,1014.8,-17.7,0.0,E,1.5
2013-04-02 00:00:00,Dingling,Outer (Suburban),3.0,6.0,3.0,,200.0,90.0,4.1,1014.8,-15.2,0.0,NE,0.5
2013-04-02 01:00:00,Dingling,Outer (Suburban),4.0,6.0,3.0,,200.0,89.0,4.3,1014.3,-15.1,0.0,NNE,1.2
2013-04-02 02:00:00,Dingling,Outer (Suburban),4.0,6.0,3.0,9.0,200.0,78.0,3.4,1014.2,-13.9,0.0,NNW,1.2
2013-04-02 03:00:00,Dingling,Outer (Suburban),4.0,16.0,3.0,9.0,200.0,72.0,2.0,1013.6,-13.8,0.0,NE,1.4
2013-04-02 04:00:00,Dingling,Outer (Suburban),9.0,67.0,3.0,7.0,200.0,66.0,2.4,1013.2,-14.3,0.0,E,1.2
2013-04-02 05:00:00,Dingling,Outer (Suburban),9.0,28.0,3.0,7.0,200.0,62.0,1.8,1013.3,-13.6,0.0,N,1.3
2013-04-02 06:00:00,Dingling,Outer (Suburban),12.0,28.0,4.0,10.0,300.0,52.0,2.3,1013.3,-12.0,0.0,S,0.5
2013-04-02 07:00:00,Dingling,Outer (Suburban),16.0,24.0,8.0,21.0,400.0,38.0,7.5,1013.1,-12.3,0.0,SE,0.1
2013-04-02 08:00:00,Dingling,Outer (Suburban),22.0,31.0,12.0,25.0,400.0,41.0,9.3,1012.3,-13.2,0.0,SSW,1.5
2013-04-02 09:00:00,Dingling,Outer (Suburban),22.0,31.0,12.0,25.0,400.0,50.0,10.8,1011.5,-12.0,0.0,SE,1.6
2013-04-02 10:00:00,Dingling,Outer (Suburban),18.0,38.0,16.0,27.0,,58.0482,12.1,1010.4,-9.0,0.0,SSE,2.1
2013-04-02 11:00:00,Dingling,Outer (Suburban),32.0,52.0,16.0,32.0,500.0,62.0,14.2,1008.8,-8.5,0.0,S,2.0
2013-04-02 12:00:00,Dingling,Outer (Suburban),42.0,56.0,19.0,37.0,600.0,75.0,15.0,1007.5,-4.4,0.0,SW,0.8
2013-04-02 13:00:00,Dingling,Outer (Suburban),55.0,70.0,18.0,44.0,800.0,87.0,16.2,1006.0,-2.8,0.0,SSW,1.1
2013-04-02 14:00:00,Dingling,Outer (Suburban),98.0,118.0,24.0,64.0,1200.0,98.0,17.4,1004.7,-2.3,0.0,ESE,2.8
2013-04-02 15:00:00,Dingling,Outer (Suburban),130.0,150.0,27.0,56.0,1300.0,129.0,18.4,1003.5,-3.1,0.0,S,1.0
2013-04-02 16:00:00,Dingling,Outer (Suburban),139.0,152.0,27.0,36.0,1300.0,170.0,18.1,1002.6,-3.4,0.0,SE,2.9
2013-04-02 17:00:00,Dingling,Outer (Suburban),129.0,167.0,31.0,33.0,1100.0,158.0,17.2,1002.5,-2.5,0.0,S,1.5
2013-04-02 18:00:00,Dingling,Outer (Suburban),127.0,203.0,41.0,40.0,1200.0,148.0,15.9,1002.1,-2.1,0.0,ESE,1.3
2013-04-02 19:00:00,Dingling,Outer (Suburban),146.0,218.0,50.0,51.0,1500.0,128.0,14.0,1002.5,-2.5,0.0,E,0.5
2013-04-02 20:00:00,Dingling,Outer (Suburban),147.0,197.0,38.0,42.0,1500.0,106.0,11.7,1002.7,-1.8,0.0,E,0.9
2013-04-02 21:00:00,Dingling,Outer (Suburban),147.0,197.0,38.0,42.0,1399.0,95.0,11.7,1002.6,-2.2,0.0,E,0.9
2013-04-02 22:00:00,Dingling,Outer (Suburban),134.0,178.0,37.0,39.0,1399.0,88.0,10.1,1002.5,-1.6,0.0,SSW,0.6
2013-04-02 23:00:00,Dingling,Outer (Suburban),136.0,165.0,34.0,34.0,1300.0,87.0,8.4,1002.3,-1.4,0.0,N,0.7
2013-04-03 00:00:00,Dingling,Outer (Suburban),136.0,165.0,34.0,34.0,1300.0,76.0,7.2,1001.8,-1.2,0.0,ESE,0.5
2013-04-03 01:00:00,Dingling,Outer (Suburban),123.0,151.0,29.0,35.0,1300.0,72.0,6.7,1001.2,-1.5,0.0,NNE,0.8
2013-04-03 02:00:00,Dingling,Outer (Suburban),123.0,151.0,29.0,35.0,1200.0,60.0,5.9,1001.2,-1.5,0.0,NNE,1.1
2013-04-03 03:00:00,Dingling,Outer (Suburban),119.0,142.0,26.0,36.0,1100.0,60.0,4.9,1001.1,-1.6,0.0,ESE,0.8
2013-04-03 04:00:00,Dingling,Outer (Suburban),119.0,142.0,26.0,36.0,1100.0,56.0,5.2,1001.1,-1.7,0.0,NNE,0.4
2013-04-03 05:00:00,Dingling,Outer (Suburban),117.0,136.0,17.0,28.0,1100.0,53.0,4.6,1001.7,-1.6,0.0,ESE,0.7
2013-04-03 06:00:00,Dingling,Outer (Suburban),125.0,158.0,21.0,27.0,1100.0,62.0,5.4,1002.5,-0.9,0.0,NW,1.4
2013-04-03 07:00:00,Dingling,Outer (Suburban),125.0,198.0,23.0,29.0,1100.0,63.0,8.9,1003.2,-1.3,0.0,NNW,0.6
2013-04-03 08:00:00,Dingling,Outer (Suburban),142.0,202.0,28.0,62.0,1300.0,41.0,12.3,1003.2,-1.3,0.0,WNW,0.4
2013-04-03 09:00:00,Dingling,Outer (Suburban),142.0,202.0,28.0,61.0,1399.0,44.0,14.6,1003.4,-1.5,0.0,W,0.8
2013-04-03 10:00:00,Dingling,Outer (Suburban),151.0,207.0,38.0,63.0,1300.0,67.0,17.2,1003.4,-1.5,0.0,SSE,1.5
2013-04-03 11:00:00,Dingling,Outer (Suburban),151.0,207.0,38.0,63.0,,,19.8,1002.8,-2.6,0.0,S,2.5
2013-04-03 12:00:00,Dingling,Outer (Suburban),153.0,153.0,,,,,20.0,1002.3,-1.8,0.0,SSE,2.5
2013-04-03 13:00:00,Dingling,Outer (Suburban),106.0,173.0,22.0,34.0,800.0,124.0,19.8,1002.3,-0.3,0.0,SE,3.7
2013-04-03 14:00:00,Dingling,Outer (Suburban),132.0,225.0,36.0,39.0,1200.0,147.0,18.5,1002.3,0.6,0.0,SSE,4.0
2013-04-03 15:00:00,Dingling,Outer (Suburban),201.0,377.0,90.0,70.0,3200.0,143.0,17.6,1002.8,-0.2,0.0,SSE,3.5
2013-04-03 16:00:00,Dingling,Outer (Suburban),154.0,409.0,55.0,41.0,2000.0,146.0,16.3,1003.1,-0.9,0.0,SE,4.2
2013-04-03 17:00:00,Dingling,Outer (Suburban),109.0,277.0,38.0,34.0,1300.0,140.0,14.7,1004.0,-2.3,0.0,SE,2.3
2013-04-03 18:00:00,Dingling,Outer (Suburban),109.0,277.0,38.0,34.0,1000.0,124.0,13.5,1004.8,-2.5,0.0,ESE,1.9
2013-04-03 19:00:00,Dingling,Outer (Suburban),68.0,171.0,28.0,36.0,900.0,106.0,12.6,1005.8,-3.3,0.0,SE,2.3
2013-04-03 20:00:00,Dingling,Outer (Suburban),62.0,152.0,23.0,40.0,800.0,90.0,11.9,1006.5,-4.3,0.0,SE,1.6
2013-04-03 21:00:00,Dingling,Outer (Suburban),62.0,120.0,18.0,41.0,800.0,80.0,10.2,1007.0,-3.5,0.0,WSW,0.4
2013-04-03 22:00:00,Dingling,Outer (Suburban),62.0,120.0,18.0,41.0,700.0,67.0,10.0,1006.6,-3.7,0.0,ESE,1.0
2013-04-03 23:00:00,Dingling,Outer (Suburban),42.0,75.0,12.0,39.0,700.0,53.0,9.1,1007.0,-3.2,0.0,ESE,0.9
2013-04-04 00:00:00,Dingling,Outer (Suburban),42.0,75.0,12.0,39.0,600.0,48.0,8.9,1007.0,-3.0,0.0,E,0.5
2013-04-04 01:00:00,Dingling,Outer (Suburban),37.0,70.0,6.0,34.0,600.0,37.0,9.2,1006.6,-3.4,0.0,S,1.6
2013-04-04 02:00:00,Dingling,Outer (Suburban),40.0,80.0,7.0,32.0,600.0,35.0,9.5,1006.6,-4.1,0.0,SSW,2.3
2013-04-04 03:00:00,Dingling,Outer (Suburban),43.0,77.0,14.0,44.0,,,9.2,1006.3,-4.4,0.0,SW,1.1
2013-04-04 04:00:00,Dingling,Outer (Suburban),39.0,67.0,17.0,44.0,900.0,22.0,8.9,1006.0,-4.7,0.0,SSW,1.3
2013-04-04 05:00:00,Dingling,Outer (Suburban),39.0,67.0,17.0,37.0,1100.0,43.0,8.7,1006.2,-5.2,0.0,WSW,1.3
2013-04-04 06:00:00,Dingling,Outer (Suburban),34.0,54.0,27.0,39.0,1200.0,43.0,8.7,1006.3,-5.6,0.0,SW,2.0
2013-04-04 07:00:00,Dingling,Outer (Suburban),34.0,57.0,28.0,39.0,1100.0,52.0,9.0,1006.4,-5.7,0.0,SSW,0.9
2013-04-04 08:00:00,Dingling,Outer (Suburban),38.0,71.0,31.0,49.0,1100.0,52.0,9.3,1006.7,-5.8,0.0,SW,1.2
2013-04-04 09:00:00,Dingling,Outer (Suburban),42.0,84.0,45.0,46.0,1300.0,59.0,9.3,1007.1,-5.8,0.0,W,0.6
2013-04-04 10:00:00,Dingling,Outer (Suburban),43.0,85.0,40.0,68.0,1300.0,43.0,9.5,1006.3,-5.6,0.0,NE,0.8
2013-04-04 11:00:00,Dingling,Outer (Suburban),54.0,91.0,48.0,69.0,1500.0,40.0,9.1,1005.6,-4.1,0.0,SW,0.4
2013-04-04 12:00:00,Dingling,Outer (Suburban),53.0,105.0,38.0,59.0,1600.0,43.0,7.5,1005.1,3.0,0.3,NE,2.3
2013-04-04 13:00:00,Dingling,Outer (Suburban),53.0,105.0,38.0,59.0,1600.0,34.0,6.7,1004.8,2.2,0.3,NNE,2.1
2013-04-04 14:00:00,Dingling,Outer (Suburban),53.0,62.0,17.0,46.0,1600.0,44.0,6.3,1004.3,3.3,1.0,NE,2.5
2013-04-04 15:00:00,Dingling,Outer (Suburban),52.0,62.0,13.0,43.0,1600.0,45.0,6.1,1004.1,3.6,0.7,NNW,1.0
2013-04-04 16:00:00,Dingling,Outer (Suburban),59.0,63.0,13.0,41.0,1700.0,48.0,6.0,1004.4,4.2,0.9,NNW,0.9
2013-04-04 17:00:00,Dingling,Outer (Suburban),65.0,62.0,14.0,48.0,1700.0,44.0,6.0,1005.0,4.2,0.8,WNW,1.5
2013-04-04 18:00:00,Dingling,Outer (Suburban),65.0,72.0,14.0,48.0,1800.0,48.0,5.6,1005.5,4.1,1.5,NNW,0.9
2013-04-04 19:00:00,Dingling,Outer (Suburban),85.0,53.0,13.0,51.0,2000.0,37.0,5.6,1006.3,4.4,0.7,WNW,1.0
2013-04-04 20:00:00,Dingling,Outer (Suburban),91.0,111.0,15.0,49.0,2000.0,41.0,5.7,1006.7,4.7,0.7,NNW,0.7
2013-04-04 21:00:00,Dingling,Outer (Suburban),91.0,111.0,15.0,49.0,1899.0,46.0,5.8,1006.7,4.9,0.4,W,1.1
2013-04-04 22:00:00,Dingling,Outer (Suburban),98.0,97.0,13.0,36.0,1700.0,51.0,5.5,1007.2,4.6,1.4,NW,1.2
2013-04-04 23:00:00,Dingling,Outer (Suburban),98.0,95.0,10.0,51.0,1600.0,26.0,5.7,1007.4,4.7,0.2,SW,0.6
2013-04-05 00:00:00,Dingling,Outer (Suburban),98.0,72.0,10.0,51.0,2000.0,2.0,5.8,1007.7,4.8,0.0,W,0.1
2013-04-05 01:00:00,Dingling,Outer (Suburban),97.0,73.0,8.0,82.0,2000.0,2.0,6.1,1008.1,5.1,0.4,NE,0.4
2013-04-05 02:00:00,Dingling,Outer (Suburban),100.0,75.0,5.0,56.0,1899.0,6.0,6.3,1008.2,5.3,0.4,E,0.5
2013-04-05 03:00:00,Dingling,Outer (Suburban),100.0,75.0,5.0,56.0,1600.0,27.0,6.2,1007.8,5.3,0.8,ESE,0.0
2013-04-05 04:00:00,Dingling,Outer (Suburban),103.0,69.0,4.0,19.0,1500.0,30.0,5.9,1007.6,5.2,0.1,SW,0.8
2013-04-05 05:00:00,Dingling,Outer (Suburban),100.0,61.0,4.0,19.0,1500.0,26.0,5.7,1007.6,5.0,0.0,WSW,0.0
2013-04-05 06:00:00,Dingling,Outer (Suburban),100.0,65.0,4.0,19.0,1700.0,8.0,6.0,1007.7,5.3,0.0,ESE,0.6
2013-04-05 07:00:00,Dingling,Outer (Suburban),92.0,67.0,3.0,37.0,1600.0,8.0,6.7,1008.2,5.8,0.0,E,0.2
2013-04-05 08:00:00,Dingling,Outer (Suburban),101.0,53.0,4.0,36.0,1700.0,8.0,8.0,1008.7,6.8,0.0,NW,0.6
2013-04-05 09:00:00,Dingling,Outer (Suburban),102.0,68.0,8.0,31.0,1600.0,16.0,9.8,1009.0,6.3,0.0,S,0.8
2013-04-05 10:00:00,Dingling,Outer (Suburban),102.0,89.0,8.0,31.0,1100.0,29.0,11.5,1009.1,-2.0,0.0,NW,4.1
2013-04-05 11:00:00,Dingling,Outer (Suburban),75.0,88.0,26.0,38.0,500.0,52.0,12.1,1009.1,-3.3,0.0,NW,5.4
2013-04-05 12:00:00,Dingling,Outer (Suburban),14.0,37.0,8.0,8.0,300.0,70.0,12.7,1008.7,-4.0,0.0,NW,5.6
2013-04-05 13:00:00,Dingling,Outer (Suburban),14.0,10.0,8.0,8.0,200.0,75.0,12.3,1008.6,-3.5,0.0,NE,3.4
2013-04-05 14:00:00,Dingling,Outer (Suburban),15.0,10.0,3.0,5.0,200.0,78.0,11.7,1009.0,-4.5,0.0,NNW,5.6
2013-04-05 15:00:00,Dingling,Outer (Suburban),15.0,8.0,3.0,4.0,200.0,81.0,9.7,1009.6,-1.7,0.0,WNW,4.1
2013-04-05 16:00:00,Dingling,Outer (Suburban),11.0,11.0,3.0,4.0,200.0,84.0,10.0,1010.3,-6.8,0.0,NNE,5.0
2013-04-05 17:00:00,Dingling,Outer (Suburban),11.0,14.0,3.0,4.0,200.0,92.0,9.1,1011.0,-8.5,0.0,NE,2.7
2013-04-05 18:00:00,Dingling,Outer (Suburban),9.0,14.0,3.0,4.0,200.0,92.0,7.6,1012.6,-8.5,0.0,NNE,4.7
2013-04-05 19:00:00,Dingling,Outer (Suburban),5.0,17.0,3.0,4.0,200.0,94.0,7.0,1014.5,-9.9,0.0,N,2.1
2013-04-05 20:00:00,Dingling,Outer (Suburban),8.0,11.0,3.0,3.0,200.0,95.0,6.4,1015.3,-10.4,0.0,N,2.8
2013-04-05 21:00:00,Dingling,Outer (Suburban),8.0,11.0,3.0,3.0,200.0,92.0,6.0,1015.3,-10.3,0.0,ENE,1.1
2013-04-05 22:00:00,Dingling,Outer (Suburban),5.0,4.0,3.0,3.0,200.0,89.0,5.6,1015.0,-10.2,0.0,N,2.7
2013-04-05 23:00:00,Dingling,Outer (Suburban),6.0,3.0,3.0,2.0,200.0,83.0,5.2,1014.6,-9.8,0.0,N,1.9
2013-04-06 00:00:00,Dingling,Outer (Suburban),6.0,3.0,3.0,3.0,200.0,80.0,4.9,1014.2,-10.1,0.0,NNE,1.6
2013-04-06 01:00:00,Dingling,Outer (Suburban),9.0,9.0,3.0,10.0,200.0,72.0,3.7,1013.4,-9.0,0.0,N,2.3
2013-04-06 02:00:00,Dingling,Outer (Suburban),9.0,9.0,3.0,10.0,200.0,64.0,2.5,1012.6,-8.8,0.0,NNE,0.8
2013-04-06 03:00:00,Dingling,Outer (Suburban),7.0,7.0,3.0,10.0,200.0,68.0,1.9,1012.1,-8.2,0.0,N,1.3
2013-04-06 04:00:00,Dingling,Outer (Suburban),7.0,6.0,3.0,11.0,300.0,54.0,1.3,1011.8,-8.3,0.0,NNE,1.1
2013-04-06 05:00:00,Dingling,Outer (Suburban),9.0,11.0,4.0,22.0,300.0,52.0,2.3,1011.7,-9.0,0.0,NE,1.7
2013-04-06 06:00:00,Dingling,Outer (Suburban),10.0,11.0,8.0,22.0,300.0,52.0,3.9,1011.9,-9.2,0.0,N,1.1
2013-04-06 07:00:00,Dingling,Outer (Suburban),12.0,15.0,10.0,21.0,300.0,53.0,7.0,1011.6,-9.9,0.0,ESE,0.9
2013-04-06 08:00:00,Dingling,Outer (Suburban),16.0,17.0,12.0,21.0,300.0,64.0,8.7,1011.2,-8.4,0.0,NW,2.0
2013-04-06 09:00:00,Dingling,Outer (Suburban),10.0,12.0,10.0,14.0,300.0,74.0,9.4,1010.7,-9.2,0.0,WNW,3.8
2013-04-06 10:00:00,Dingling,Outer (Suburban),6.0,10.0,8.0,10.0,200.0,78.0,11.0,1009.8,-9.4,0.0,NNE,3.2
2013-04-06 11:00:00,Dingling,Outer (Suburban),10.0,9.0,8.0,9.0,300.0,79.0,11.6,1008.0,-10.0,0.0,NE,2.0
2013-04-06 12:00:00,Dingling,Outer (Suburban),13.0,5.0,9.0,10.0,300.0,83.0,13.1,1006.7,-12.2,0.0,NNW,1.8
2013-04-06 13:00:00,Dingling,Outer (Suburban),15.0,3.0,8.0,9.0,200.0,93.0,13.2,1005.4,-12.9,0.0,NE,3.9
2013-04-06 14:00:00,Dingling,Outer (Suburban),14.0,14.0,4.0,5.0,,98.1036,14.6,1004.3,-11.8,0.0,WNW,3.7
2013-04-06 15:00:00,Dingling,Outer (Suburban),6.0,,3.0,2.0,200.0,99.0,15.0,1003.4,-12.3,0.0,SW,2.2
2013-04-06 16:00:00,Dingling,Outer (Suburban),6.0,5.0,3.0,2.0,200.0,100.0,15.0,1002.3,-13.3,0.0,ENE,1.3
2013-04-06 17:00:00,Dingling,Outer (Suburban),11.0,15.0,3.0,3.0,200.0,100.0,14.1,1001.8,-13.1,0.0,ESE,1.4
2013-04-06 18:00:00,Dingling,Outer (Suburban),13.0,15.0,4.0,6.0,300.0,96.0,12.3,1002.0,-10.1,0.0,ESE,2.5
2013-04-06 19:00:00,Dingling,Outer (Suburban),13.0,21.0,5.0,10.0,300.0,78.0,11.0,1002.6,-8.8,0.0,ESE,1.7
2013-04-06 20:00:00,Dingling,Outer (Suburban),18.0,34.0,4.0,18.0,300.0,65.0,10.4,1002.9,-8.8,0.0,E,1.8
2013-04-06 21:00:00,Dingling,Outer (Suburban),17.0,33.0,3.0,21.0,300.0,62.0,9.2,1002.8,-8.4,0.0,ESE,1.0
2013-04-06 22:00:00,Dingling,Outer (Suburban),17.0,33.0,3.0,21.0,300.0,55.0,7.5,1002.7,-7.4,0.0,E,0.8
2013-04-06 23:00:00,Dingling,Outer (Suburban),25.0,43.0,3.0,22.0,300.0,55.0,6.2,1002.6,-7.4,0.0,E,0.0
2013-04-07 00:00:00,Dingling,Outer (Suburban),20.0,46.0,4.0,24.0,300.0,54.0,5.4,1002.0,-6.8,0.0,NE,0.4
2013-04-07 01:00:00,Dingling,Outer (Suburban),25.0,41.0,4.0,20.0,300.0,51.0,4.8,1001.5,-6.2,0.0,ENE,0.1
2013-04-07 02:00:00,Dingling,Outer (Suburban),23.0,37.0,3.0,19.0,400.0,47.0,3.9,1001.1,-5.9,0.0,N,0.0
2013-04-07 03:00:00,Dingling,Outer (Suburban),37.0,47.0,4.0,23.0,400.0,39.0,3.8,1001.3,-6.5,0.0,E,0.4
2013-04-07 04:00:00,Dingling,Outer (Suburban),37.0,47.0,4.0,23.0,400.0,31.0,4.5,1001.6,-4.8,0.0,ESE,3.1
2013-04-07 05:00:00,Dingling,Outer (Suburban),43.0,58.0,4.0,27.0,500.0,26.0,3.6,1002.0,-3.5,0.0,ESE,1.3
2013-04-07 06:00:00,Dingling,Outer (Suburban),43.0,66.0,4.0,30.0,600.0,18.0,4.1,1002.3,-3.7,0.0,ESE,2.4
2013-04-07 07:00:00,Dingling,Outer (Suburban),48.0,70.0,4.0,36.0,600.0,20.0,4.7,1002.5,-3.6,0.0,ESE,1.0
2013-04-07 08:00:00,Dingling,Outer (Suburban),51.0,79.0,6.0,38.0,1500.0,14.0,5.8,1002.0,-3.3,0.0,ESE,1.8
2013-04-07 09:00:00,Dingling,Outer (Suburban),84.0,126.0,19.0,58.0,1899.0,36.0,7.1,1001.4,-3.2,0.0,SSE,1.6
2013-04-07 10:00:00,Dingling,Outer (Suburban),76.0,116.0,49.0,51.0,1800.0,47.0,8.4,1000.4,-3.2,0.0,SE,1.3
2013-04-07 11:00:00,Dingling,Outer (Suburban),82.0,112.0,48.0,46.0,1700.0,54.0,10.1,999.4,-2.9,0.0,SE,2.1
2013-04-07 12:00:00,Dingling,Outer (Suburban),80.0,110.0,48.0,42.0,1500.0,65.0,10.9,998.0,-2.2,0.0,SSW,2.7
2013-04-07 13:00:00,Dingling,Outer (Suburban),86.0,113.0,43.0,43.0,1300.0,70.0,12.1,996.9,-1.5,0.0,ENE,1.2
2013-04-07 14:00:00,Dingling,Outer (Suburban),88.0,103.0,36.0,42.0,900.0,77.0,13.4,995.4,-1.4,0.0,WSW,1.3
2013-04-07 15:00:00,Dingling,Outer (Suburban),82.0,125.0,32.0,43.0,800.0,83.0,12.5,994.8,-0.8,0.0,N,1.0
2013-04-07 16:00:00,Dingling,Outer (Suburban),92.0,103.0,33.0,54.0,900.0,80.0,12.7,993.3,-2.0,0.0,SE,0.8
2013-04-07 17:00:00,Dingling,Outer (Suburban),99.0,201.0,33.0,58.0,900.0,74.0,12.5,995.7,-0.1,0.0,ESE,1.2
2013-04-07 18:00:00,Dingling,Outer (Suburban),100.0,186.0,34.0,57.0,900.0,70.0,12.2,996.5,-0.4,0.0,ESE,0.9
2013-04-07 19:00:00,Dingling,Outer (Suburban),100.0,132.0,38.0,51.0,900.0,67.0,11.2,998.4,0.6,0.0,NNW,1.3
2013-04-07 20:00:00,Dingling,Outer (Suburban),89.0,131.0,37.0,45.0,900.0,64.0,10.0,999.9,2.3,0.0,E,2.6
2013-04-07 21:00:00,Dingling,Outer (Suburban),82.0,115.0,18.0,28.0,700.0,73.0,8.7,999.9,2.5,0.0,ENE,1.7
2013-04-07 22:00:00,Dingling,Outer (Suburban),54.0,115.0,7.0,22.0,600.0,66.0,8.8,998.9,1.9,0.0,E,1.6
2013-04-07 23:00:00,Dingling,Outer (Suburban),54.0,26.0,7.0,22.0,700.0,56.0,8.5,998.9,1.2,0.0,E,2.3
2013-04-08 00:00:00,Dingling,Outer (Suburban),67.0,27.0,6.0,24.0,500.0,61.0,7.3,998.9,0.9,0.0,NNW,1.7
2013-04-08 01:00:00,Dingling,Outer (Suburban),48.0,23.0,6.0,18.0,400.0,58.0,7.2,999.6,-4.9,0.0,NW,3.5
2013-04-08 02:00:00,Dingling,Outer (Suburban),39.0,21.0,5.0,15.0,300.0,62.0,9.0,1000.8,-13.4,0.0,NW,5.8
2013-04-08 03:00:00,Dingling,Outer (Suburban),26.0,86.0,4.0,14.0,,,8.0,1001.4,-18.0,0.0,NW,5.7
2013-04-08 04:00:00,Dingling,Outer (Suburban),23.0,87.0,4.0,10.0,200.0,57.0,7.1,1001.5,-18.7,0.0,NW,6.9
2013-04-08 05:00:00,Dingling,Outer (Suburban),38.0,131.0,3.0,4.0,200.0,88.0,6.4,1002.4,-18.4,0.0,NW,3.6
2013-04-08 06:00:00,Dingling,Outer (Suburban),22.0,88.0,3.0,5.0,200.0,90.0,6.3,1003.1,-15.7,0.0,NW,5.2
2013-04-08 07:00:00,Dingling,Outer (Suburban),11.0,93.0,3.0,4.0,200.0,90.0,7.0,1003.8,-13.9,0.0,NNW,4.9
2013-04-08 08:00:00,Dingling,Outer (Suburban),6.0,76.0,3.0,3.0,200.0,90.0,7.5,1003.8,-12.3,0.0,NW,7.1
2013-04-08 09:00:00,Dingling,Outer (Suburban),6.0,75.0,3.0,3.0,200.0,89.0,8.6,1004.0,-12.0,0.0,NW,6.5
2013-04-08 10:00:00,Dingling,Outer (Suburban),15.0,96.0,3.0,4.0,200.0,89.0,9.5,1003.9,-11.2,0.0,NW,5.2
2013-04-08 11:00:00,Dingling,Outer (Suburban),13.0,72.0,3.0,5.0,200.0,89.0,10.8,1003.3,-12.6,0.0,N,9.3
2013-04-08 12:00:00,Dingling,Outer (Suburban),14.0,86.0,4.0,6.0,200.0,88.0,11.1,1003.1,-13.1,0.0,NW,6.4
2013-04-08 13:00:00,Dingling,Outer (Suburban),13.0,85.0,3.0,6.0,200.0,92.0,11.3,1003.4,-12.2,0.0,NNW,7.0
2013-04-08 14:00:00,Dingling,Outer (Suburban),9.0,58.0,3.0,3.0,200.0,93.0,10.0,1003.5,-12.0,0.0,NNW,6.1
